Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Sólo BIRF,IBD,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,26.62615016,27.5514749,27.39654628,26.90091649,26.32218763,23.97566326,23.04379878,23.74834818,24.93636088,23.79724068,21.89425736,24.28062305
BIRF y la AIF,IBT,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,26.77159369,27.67756771,27.40863144,26.91148491,26.26802435,23.98899065,23.04063194,23.75624108,25.10679942,24.02868219,22.02963984,24.47775247
total de la AIF,IDA,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,28.70455946,29.44504839,27.53209833,27.03016955,25.52585303,24.16503267,23.01326115,23.83192249,27.42023338,27.14016356,23.73180261,26.79396278
mezcla de la AIF,IDB,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,21.59360519,24.02753646,19.17850589,18.5156251,17.75499791,16.23448575,16.24636971,17.97184096,21.36991034,22.38731894,,
Indonesia,IDN,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,22.40224294,23.8526601,24.98851951,24.7137963,24.41419099,20.77746098,18.33234795,19.17819264,22.07156246,19.03624974,15.70417423,18.86195672
Sólo AIF,IDX,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,34.08685753,34.23572059,35.94833211,35.63252806,33.40128621,31.90293273,28.93948054,28.41324972,32.3493817,30.87840773,26.39522677,29.4212607
Isla de Man,IMN,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,,,,,,,,,,,,
India,IND,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,26.85427325,31.08346869,31.25929107,28.41327065,25.95422274,22.10972471,20.9242508,21.95073212,23.68914073,21.27154523,19.09645489,22.86353975
No clasificado,INX,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,,,,,,,,,,,,
Irlanda,IRL,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,86.59302796,84.54093074,86.83048089,84.97570726,91.91033393,93.18343382,105.859441,99.02428665,94.43484531,124.4071318,108.8384693,94.55616598
"Irán, República Islámica del",IRN,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,19.37099045,16.28610167,21.61404648,21.90381118,22.52074775,20.70175415,19.22613892,22.0091825,28.16714864,27.34166173,25.52950234,
